講義名,時間割コード,開講時期,担当教員,開講学部,曜日時限,評価方法
ゼミナールⅠ[SeminarⅠ],2359393,通年,"岡庭 幹司, 渡邉 拓, 内海 朋子, 板垣 勝彦[OKANIWA MASASHI, WATANABE TAKU, UTSUMI TOMOKO, ITAGAKI KATSUHIKO]",経済学部,,授業における報告内容及び授業中の活発な質問や発言などに加え、学期末レポートを提出してもらい、それらを総合的に評価する。
ゼミナールⅡ[SeminarⅡ],2359394,通年,"岡庭 幹司, 渡邉 拓, 内海 朋子, 板垣 勝彦[OKANIWA MASASHI, WATANABE TAKU, UTSUMI TOMOKO, ITAGAKI KATSUHIKO]",経済学部,,授業における報告内容及び授業中の活発な質問や発言などに加え、学期末レポートを提出してもらい、それらを総合的に評価する。
ゼミナールⅠ[SeminarⅠ],2359395,通年,"石﨑 由希子, 関根 豪政, 柳迫 周平[ISHIZAKI YUKIKO, SEKINE TAKEMASA, YANASEKO SHUHEI]",経済学部,,・ゼミでの報告および議論の内容（50%）・期末レポート等の提出物（50%）
ゼミナールⅡ[SeminarⅡ],2359396,通年,"石﨑 由希子, 関根 豪政, 柳迫 周平[ISHIZAKI YUKIKO, SEKINE TAKEMASA, YANASEKO SHUHEI]",経済学部,,・ゼミでの報告および議論の内容（50%）・期末レポート等の提出物（50%）
ゼミナールⅠ[SeminarⅠ],2359397,通年,池島 祥文[IKEJIMA YOSHIFUMI],経済学部,,輪読の報告内容および討論での発言（50％）、共同調査研究におけるグループ活動における貢献とその成果（50％）によって評価します。
ゼミナールⅡ[SeminarⅡ],2359398,通年,池島 祥文[IKEJIMA YOSHIFUMI],経済学部,,輪読の報告内容および討論での発言（50％）、共同調査研究におけるグループ活動における貢献とその成果（50％）によって評価します。
ゼミナールⅠ[SeminarⅠ],2359399,通年,石山 幸彦[ISHIYAMA YUKIHIKO],経済学部,,毎回の報告や発言の内容と出席状況で評価する。特に個人研究の成果を重視する。
ゼミナールⅡ[SeminarⅡ],2359400,通年,石山 幸彦[ISHIYAMA YUKIHIKO],経済学部,,毎回の報告や発言の内容と出席状況で評価する。特に個人研究の成果を重視する。
ゼミナールⅠ[SeminarⅠ],2359401,通年,伊集 守直[IJU MORINAO],経済学部,,ゼミでの取り組みや提出課題等の内容から総合的に評価する。
ゼミナールⅡ[SeminarⅡ],2359402,通年,伊集 守直[IJU MORINAO],経済学部,,ゼミでの取り組みや提出課題等の内容から総合的に評価する。
ゼミナールⅠ[SeminarⅠ],2359403,通年,居城 琢[ISHIRO TAKU],経済学部,,・成績評価の基準として、「テーマへの理解」「資料・分析・整理」「論理構成力」「プレゼンテーション」「ディスカッション」「コミュニケーション」「マネージメント」の7項目を設定し。少人数教育のなかで7項目の評価を行い、最終評価を導きます。・評価は教員だけでなく、学生も自己評価を行います。教員及び学生の評価は、ＷＥＢ上で実施します。評価は学生との面談を含めて最終的に決めます。・詳細は1回目に説明します。
ゼミナールⅡ[SeminarⅡ],2359404,通年,居城 琢[ISHIRO TAKU],経済学部,,・成績評価の基準として、「テーマへの理解」「資料・分析・整理」「論理構成力」「プレゼンテーション」「ディスカッション」「コミュニケーション」「マネージメント」の7項目を設定し。少人数教育のなかで7項目の評価を行い、最終評価を導きます。・評価は教員だけでなく、学生も自己評価を行います。教員及び学生の評価は、ＷＥＢ上で実施します。評価は学生との面談を含めて最終的に決めます。・詳細は1回目に説明します。
ゼミナールⅠ[SeminarⅠ],2359405,通年,氏川 恵次[UJIKAWA KEIJI],経済学部,,発表内容（50％）、ディスカッション参加（50％）
ゼミナールⅡ[SeminarⅡ],2359406,通年,氏川 恵次[UJIKAWA KEIJI],経済学部,,発表内容（50％）、ディスカッション参加（50％）
ゼミナールⅠ[SeminarⅠ],2359409,通年,奥村 綱雄[OKUMURA TSUNAO],経済学部,,ゼミでの報告と議論参加により評価します。
ゼミナールⅡ[SeminarⅡ],2359410,通年,奥村 綱雄[OKUMURA TSUNAO],経済学部,,ゼミでの報告と議論参加により評価します。
ゼミナールⅠ[SeminarⅠ],2359413,通年,熊野 太郎,経済学部,,ゼミへの参加度
ゼミナールⅡ[SeminarⅡ],2359414,通年,熊野 太郎,経済学部,,ゼミへの参加度
ゼミナールⅠ[SeminarⅠ],2359417,通年,佐藤 清隆[SATO KIYOTAKA],経済学部,,毎回のゼミへの出席と発表・ディスカッションを通じたゼミへの貢献度によって総合的に評価する。無断でゼミを欠席することが続けば単位を失うことになる。
ゼミナールⅡ[SeminarⅡ],2359418,通年,佐藤 清隆[SATO KIYOTAKA],経済学部,,毎回のゼミへの出席と発表・ディスカッションを通じたゼミへの貢献度によって総合的に評価する。無断でゼミを欠席することが続けば単位を失うことになる。
ゼミナールⅠ[SeminarⅠ],2359419,通年,佐野 隆司[SANO RYUJI],経済学部,,ゼミでのディスカッション・問題演習への貢献（40%）とプレゼンテーション（60%）により評価する。一定回数以上欠席した場合は原則として不合格となる。
ゼミナールⅡ[SeminarⅡ],2359420,通年,佐野 隆司[SANO RYUJI],経済学部,,ゼミでのディスカッション・問題演習への貢献（40%）とプレゼンテーション（60%）により評価する。一定回数以上欠席した場合は原則として不合格となる。
ゼミナールⅠ[SeminarⅠ],2359421,通年,シュレスタ ナゲンドラ[SHRESTHA NAGENDRA],経済学部,,ゼミ参加態度、ゼミ報告、レポート、卒業論文
ゼミナールⅡ[SeminarⅡ],2359422,通年,シュレスタ ナゲンドラ[SHRESTHA NAGENDRA],経済学部,,ゼミ参加態度、ゼミ報告、レポート、卒業論文
ゼミナールⅠ[SeminarⅠ],2359425,通年,相馬 尚人[SOMA NAOTO],経済学部,,ゼミにおける報告と議論への参加の様子により評価する。
ゼミナールⅡ[SeminarⅡ],2359426,通年,相馬 尚人[SOMA NAOTO],経済学部,,ゼミにおける報告と議論への参加の様子により評価する。
ゼミナールⅠ[SeminarⅠ],2359427,通年,張 馨元[ZHANG XINYUAN],経済学部,,入ゼミ1年目の学生：輪読、議論、研究発表による評価、平常点（100%）。入ゼミ2年目の学生：輪読、議論、研究発表による評価（60%）、前年度進級論文の評価（40%）なお、発表日の無断欠席は評価の対象外とする。
ゼミナールⅡ[SeminarⅡ],2359428,通年,張 馨元[ZHANG XINYUAN],経済学部,,入ゼミ1年目の学生：輪読、議論、研究発表による評価、平常点（100%）。入ゼミ2年目の学生：輪読、議論、研究発表による評価（60%）、前年度進級論文の評価（40%）なお、発表日の無断欠席は評価の対象外とする。
ゼミナールⅠ[SeminarⅠ],2359429,通年,鶴岡 昌徳[TSURUOKA MASANORI],経済学部,,出席、報告及び質疑応答。
ゼミナールⅡ[SeminarⅡ],2359430,通年,鶴岡 昌徳[TSURUOKA MASANORI],経済学部,,出席、報告及び質疑応答。
ゼミナールⅠ[SeminarⅠ],2359431,通年,出口 雄大[DEGUCHI YUDAI],経済学部,,議論への参加状況（40%）、報告内容（60%）によって評価する。
ゼミナールⅡ[SeminarⅡ],2359432,通年,出口 雄大[DEGUCHI YUDAI],経済学部,,議論への参加状況（40%）、報告内容（60%）によって評価する。
ゼミナールⅠ[SeminarⅠ],2359433,通年,永井 圭二[NAGAI KEIJI],経済学部,,毎回の授業ノートを授業支援システムを通じて提出してもらう。演習問題を数回程度出す予定。定期試験を行う。
ゼミナールⅡ[SeminarⅡ],2359434,通年,永井 圭二[NAGAI KEIJI],経済学部,,毎回の授業ノートを授業支援システムを通じて提出してもらう。演習問題を数回程度出す予定。定期試験を行う。
ゼミナールⅠ[SeminarⅠ],2359435,通年,中村 良夫[NAKAMURA YOSHIO],経済学部,,毎回のゼミ時における発表や議論およびゼミ後の課題提出（75％）、提出レポートの内容（25％）
ゼミナールⅡ[SeminarⅡ],2359436,通年,中村 良夫[NAKAMURA YOSHIO],経済学部,,毎回のゼミ時における発表や議論およびゼミ後の課題提出（75％）、提出レポートの内容（25％）
ゼミナールⅠ[SeminarⅠ],2359437,通年,西川 輝[NISHIKAWA TERU],経済学部,,平常点（100％）。理解度や、主体性などの参加姿勢を評価の対象とする。
ゼミナールⅡ[SeminarⅡ],2359438,通年,西川 輝[NISHIKAWA TERU],経済学部,,平常点（100％）。卒業論文の執筆に必要な知識の有無、卒業論文の進捗、進め方を評価する。
ゼミナールⅠ[SeminarⅠ],2359439,通年,ﾊﾟｰｿﾝｽﾞ ｸﾚｯｸﾞ ﾛﾊﾞｰﾄ[PARSONS CRAIG ROBERT],経済学部,,"Attendance (10%), Homeworks, approx. twice a month (60%), final presentation (30%) ** Sotsuron topics must be chosen from a broad list of topics on international economics provided by the Professor. Topics other than these will be NOT be allowed.**"
ゼミナールⅡ[SeminarⅡ],2359440,通年,ﾊﾟｰｿﾝｽﾞ ｸﾚｯｸﾞ ﾛﾊﾞｰﾄ[PARSONS CRAIG ROBERT],経済学部,,"Attendance (10%), Homeworks, approx. twice a month (60%), final presentation (30%) ** Sotsuron topics must be chosen from a broad list of topics on international economics provided by the Professor. Topics other than these will be NOT be allowed.**"
ゼミナールⅠ[SeminarⅠ],2359441,通年,藤生 源子[FUJIO MINAKO],経済学部,,報告及び議論での発言（100%）
ゼミナールⅡ[SeminarⅡ],2359442,通年,藤生 源子[FUJIO MINAKO],経済学部,,報告及び議論での発言（100%）
ゼミナールⅠ[SeminarⅠ],2359443,通年,古川 知志雄[FURUKAWA CHISHIO],経済学部,,発表の質やディスカッションへの貢献を評価する
ゼミナールⅡ[SeminarⅡ],2359444,通年,古川 知志雄[FURUKAWA CHISHIO],経済学部,,発表の内容や質、ディスカッションへの貢献などを評価する
ゼミナールⅠ[SeminarⅠ],2359445,通年,邉 英治[HOTORI EIJI],経済学部,,本ゼミナールの成績評価は、出席重視です。具体的には、出席状況・報告内容（80％）、論点提示の内容・議論への貢献（20％）となっています。
ゼミナールⅡ[SeminarⅡ],2359446,通年,邉 英治[HOTORI EIJI],経済学部,,本ゼミナールの成績評価は、出席重視です。具体的には、出席状況・報告内容（80％）、論点提示の内容・議論への貢献（20％）となっています。
ゼミナールⅠ[SeminarⅠ],2359447,通年,マッコーレー アレック[ALEXANDER MCAULAY],経済学部,,"Attendance of at least 90 percent is requested. Students will write various screenplays and script reports, as well as critical commentaries, that will form 80% of their grade. Quizzes on the reading will form 20%."
ゼミナールⅡ[SeminarⅡ],2359448,通年,マッコーレー アレック[ALEXANDER MCAULAY],経済学部,,"Attendance of at least 90 percent is requested. Students will write various screenplays and script reports, as well as critical commentaries, that will form 80% of their grade. Quizzes on the reading will form 20%."
ゼミナールⅠ[SeminarⅠ],2359449,通年,松永 友有[MATSUNAGA TOMOARI],経済学部,,議論への積極的参加、課題への取り組み、学期末レポートなどを通じて総合的に評価する。
ゼミナールⅡ[SeminarⅡ],2359450,通年,松永 友有[MATSUNAGA TOMOARI],経済学部,,議論への積極的参加、課題への取り組み、学期末レポートなどを通じて総合的に評価する。
ゼミナールⅠ[SeminarⅠ],2359451,通年,茂住 政一郎[SEIICHIRO MOZUMI],経済学部,,平常点（100％）。発表や論文の内容や質、ゼミ中の発言や態度などで総合的に評価する。
ゼミナールⅡ[SeminarⅡ],2359452,通年,茂住 政一郎[SEIICHIRO MOZUMI],経済学部,,平常点（100％）。発表や論文の内容や質、ゼミ中の発言や態度などで総合的に評価する。
ゼミナールⅠ[SeminarⅠ],2359453,通年,山崎 圭一[YAMAZAKI KEIICHI],経済学部,,ゼミでの報告、ゼミでの討論への寄与度合い（以上平常点）、イベント（卒論報告会や合宿など勉学に関わるもの）への参加、期末のゼミレポートなどを総合的に評価して判定する。学年別には以下の通り。   経済学部規則第８条に準拠して、出席回数が通年で２分の１をこえた人のみを、成績評価の対象とする。たとえ２分の１以上であっても、平常点、発表、期末のゼミレポートの内容が不十分の場合、不合格になる可能性がある。出席が２分の１未満の場合は、成績評価の対象とならない。なお出席が２分の１以上でも、そのことには点数はつかないので、注意されたい（出席回数は、あくまで成績評価の対象となるための条件）。＜２年生＞　単位認定はありませんが、毎週参加して、グループ・ディスカッションに慣れること。＜３年生＞１　平常点 (５０％のウエイト）　年の総数（３０回）のうち、半数以上に出席することで、成績評価の対象者となる（学部規則）。ただし、半数以上の出席は合格の必要条件であり、合格の十分条件ではない。半数を超えたからと言って、単位が自動的に認められるわけではない。原則として（病欠以外は）、すべての回に参加し、毎回グループ・ディスカッションに活発に参加することが、合格の条件である。２　発表・参画点（２０％のウエイト）　輪読で、あてられた教科書の報告をおこなう。３　期末のゼミ・レポート（３０％のウエイト）　年度末レポートを提出すること。　内容は自由だが、卒論に関係するテーマが望ましい。ただし論文形式（節や項の構造、注、引用文献リストなどを付す）が整っていることが条件である。盗作は深刻な学術的「犯罪」である。　字数は２４００字以上。　上記「出席補償レポート」とは異なる内容であること。　提出方法は、ＰＤＦファイルに変換した上で、ＬＭＳ経由で提出すること。４　筆記試験　行わない。＜４年生＞１　平常点（５０％のウエイト）　年の総数（３０回）のうち、半数以上に出席することで、成績評価の対象者となる（学部規則）。ただし、半数以上の出席は合格の必要条件であり、合格の十分条件ではない。半数を超えたからと言って、単位が自動的に認められるわけではない。原則として（病欠以外は）、すべての回に参加し、毎回グループ・ディスカッションに活発に参加することが、合格の条件である。　ただし、卒論指導を別途行うので、それに参加した場合、それを定例のゼミ参加の枠外で、ゼミの出席にカウントする。２　発表・参画点（２０％のウエイト）　輪読で、あてられた教科書の報告をおこなう。　卒論執筆にむけての中間報告で、これに代替する場合がある。３　ゼミレポート（３０％のウエイト）　卒業論文で、これに代替するが、卒論をかかない人は（数少ないが、制度上存在する）、代替のレポートを提出する。レポートの書式は３年生と同じ。４　筆記試験　卒論の審査会を開催し、口頭試問を行う。　ただし通常この口頭試験は、２月中旬に開催する卒論報告会で代替する。
ゼミナールⅡ[SeminarⅡ],2359454,通年,山崎 圭一[YAMAZAKI KEIICHI],経済学部,,ゼミでの報告、ゼミでの討論への寄与度合い（以上平常点）、イベント（卒論報告会や合宿など勉学に関わるもの）への参加、期末のゼミレポートなどを総合的に評価して判定する。学年別には以下の通り。   経済学部規則第８条に準拠して、出席回数が通年で２分の１をこえた人のみを、成績評価の対象とする。たとえ２分の１以上であっても、平常点、発表、期末のゼミレポートの内容が不十分の場合、不合格になる可能性がある。出席が２分の１未満の場合は、成績評価の対象とならない。なお出席が２分の１以上でも、そのことには点数はつかないので、注意されたい（出席回数は、あくまで成績評価の対象となるための条件）。＜２年生＞　単位認定はありませんが、毎週参加して、グループ・ディスカッションに慣れること。＜３年生＞１　平常点 (５０％のウエイト）　年の総数（３０回）のうち、半数以上に出席することで、成績評価の対象者となる（学部規則）。ただし、半数以上の出席は合格の必要条件であり、合格の十分条件ではない。半数を超えたからと言って、単位が自動的に認められるわけではない。原則として（病欠以外は）、すべての回に参加し、毎回グループ・ディスカッションに活発に参加することが、合格の条件である。２　発表・参画点（２０％のウエイト）　輪読で、あてられた教科書の報告をおこなう。３　期末のゼミ・レポート（３０％のウエイト）　年度末レポートを提出すること。　内容は自由だが、卒論に関係するテーマが望ましい。ただし論文形式（節や項の構造、注、引用文献リストなどを付す）が整っていることが条件である。盗作は深刻な学術的「犯罪」である。　字数は２４００字以上。　上記「出席補償レポート」とは異なる内容であること。　提出方法は、ＰＤＦファイルに変換した上で、ＬＭＳ経由で提出すること。４　筆記試験　行わない。＜４年生＞１　平常点（５０％のウエイト）　年の総数（３０回）のうち、半数以上に出席することで、成績評価の対象者となる（学部規則）。ただし、半数以上の出席は合格の必要条件であり、合格の十分条件ではない。半数を超えたからと言って、単位が自動的に認められるわけではない。原則として（病欠以外は）、すべての回に参加し、毎回グループ・ディスカッションに活発に参加することが、合格の条件である。　ただし、卒論指導を別途行うので、それに参加した場合、それを定例のゼミ参加の枠外で、ゼミの出席にカウントする。２　発表・参画点（２０％のウエイト）　輪読で、あてられた教科書の報告をおこなう。　卒論執筆にむけての中間報告で、これに代替する場合がある。３　ゼミレポート（３０％のウエイト）　卒業論文で、これに代替するが、卒論をかかない人は（数少ないが、制度上存在する）、代替のレポートを提出する。レポートの書式は３年生と同じ。４　筆記試験　卒論の審査会を開催し、口頭試問を行う。　ただし通常この口頭試験は、２月中旬に開催する卒論報告会で代替する。
ゼミナールⅠ[SeminarⅠ],2359455,通年,小川 翔吾[OGAWA SHOGO],経済学部,,輪読の報告資料議論の参加度論文執筆でのグループ活動研究の報告・議論
ゼミナールⅠ[SeminarⅠ],2359456,通年,小川 翔吾[OGAWA SHOGO],経済学部,,輪読の報告資料議論の参加度論文執筆でのグループ活動研究の報告・議論
産学官連携演習Ⅱ[Industry-Academia-Government Collaborative Seminar II],2450101,春学期,"関根 豪政, 山本 展彰[SEKINE TAKEMASA, YAMAMOTO NOBUAKI]",経済学部,,講義中の課題への取り組み（50％）、発言内容の適切性・説得性（20％）、最終課題（30%）
課外型データ分析演習[Data Analysis Internship],2550101,秋学期,池島 祥文[IKEJIMA YOSHIFUMI],経済学部,,・研修先の評価と履修者が作成する成果報告の内容で評価する。（100％）
行政法　分野別演習[Administrative Law (Guided Study)],2646104,春学期,板垣 勝彦[ITAGAKI KATSUHIKO],経済学部,,最終レポートの内容（70％）及び最終レポート作成に向けたプロセスにおける努力（30％）を踏まえて評価を行う。
経済法　分野別演習[Economic Law (Guided Study)],2646108,春学期,関根 豪政[SEKINE TAKEMASA],経済学部,,評価の比率は中間報告が3分の1、論文（エッセイ）が3分の2とする
